"tweetid","userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language","tweet_language","tweet_text","tweet_time","tweet_client_name","in_reply_to_userid","in_reply_to_tweetid","quoted_tweet_tweetid","is_retweet","retweet_userid","retweet_tweetid","latitude","longitude","quote_count","reply_count","like_count","retweet_count","hashtags","urls","user_mentions","poll_choices"
"989577936935178241","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","Earth","#Laws⚖️ #Government📖 #Wine🍾 #USMilitary🇺🇸 #USAF🏅#Politics🍿 #NOSharia☪️ #AntiIslam🤬 #NOIslam☠️ #IslamicIdeology👎🏿 #MAGA🇺🇸 #Trump2020❤️","","4960","4396","2015-08-13","en","en","What U Need 2 Know: #WinstonChurchillOnIslam #ReligionOfPeaceMyAss #Islam #Muslims #AntiIslam #NOIslam #NOSharia #BanIslam #BanTheQuranAsAHATEBook #BanShariaLaw #NOMoreMuslimRefugees #StopBuildingMosques #StopImportingIslam #IslamicTerrorism #JihadistNOTWelcome☪️💩🕌🤬🤯🔥🕋 https://t.co/JvBxbrJMqi","2018-04-26 18:52","Twitter for iPhone","","","","false","","","absent","absent","0","1","13","17","['WinstonChurchillOnIslam', 'ReligionOfPeaceMyAss', 'Islam', 'Muslims', 'AntiIslam', 'NOIslam', 'NOSharia', 'BanIslam', 'BanTheQuranAsAHATEBook', 'BanShariaLaw', 'NOMoreMuslimRefugees', 'StopBuildingMosques', 'StopImportingIslam', 'IslamicTerrorism', 'JihadistNOTWelcome']","[]","[]",""
"578177642693730304","wKW3ysi+lFwHw3Yl+WHE0LnQn7YzBRYktNf9qulEw=","wKW3ysi+lFwHw3Yl+WHE0LnQn7YzBRYktNf9qulEw=","wKW3ysi+lFwHw3Yl+WHE0LnQn7YzBRYktNf9qulEw=","USA","","","95","88","2013-09-14","en","en","my face makes me wanna cry","2015-03-18 12:54","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","[]","[]","[]",""
"578177865776128000","wKW3ysi+lFwHw3Yl+WHE0LnQn7YzBRYktNf9qulEw=","wKW3ysi+lFwHw3Yl+WHE0LnQn7YzBRYktNf9qulEw=","wKW3ysi+lFwHw3Yl+WHE0LnQn7YzBRYktNf9qulEw=","USA","","","95","88","2013-09-14","en","en","You may never know what results come of your actions, but if you do nothing, there will be no results.","2015-03-18 12:55","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","[]","[]","[]",""
"634913875033325568","cHvv5Vmsq09eSZiPpqJnbJjtg6G8hXWz1xBjje+lS4E=","cHvv5Vmsq09eSZiPpqJnbJjtg6G8hXWz1xBjje+lS4E=","cHvv5Vmsq09eSZiPpqJnbJjtg6G8hXWz1xBjje+lS4E=","New York, USA","Devoted beer advocate","","120","198","2014-05-29","en","en","The Ashley Madison Hack: A Privacy Issue, Not an Adultery Issue","2015-08-22 02:23","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","[]","[]","[]",""
"639131003114659841","EiztcGufPuU3pnpgk2s1kDK2fsw9tweHfx4FvGZj3oM=","EiztcGufPuU3pnpgk2s1kDK2fsw9tweHfx4FvGZj3oM=","EiztcGufPuU3pnpgk2s1kDK2fsw9tweHfx4FvGZj3oM=","New York, USA","Devoted travel scholar","","9","10","2015-03-14","en","en","Latest Clinton Emails Show Frustrations at State With Email","2015-09-02 17:41","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","[]","[]","[]",""
"691228450632376320","FiJCjP5DZUEUoY3t0rQoudwukyKex3XsbkEa5bD5Ig=","FiJCjP5DZUEUoY3t0rQoudwukyKex3XsbkEa5bD5Ig=","FiJCjP5DZUEUoY3t0rQoudwukyKex3XsbkEa5bD5Ig=","","independent journalist","","40","244","2013-08-08","en","und","https://t.co/8icMYqllDF","2016-01-24 11:57","Facebook","","","","false","","","absent","absent","0","0","6","0","[]","['http://fb.me/PDfMeBfC']","[]",""
"634860337217544192","qN3d3BTdPFuCUM8eCgNVZ7FoObZYl7MkdAtv7uda8c=","qN3d3BTdPFuCUM8eCgNVZ7FoObZYl7MkdAtv7uda8c=","qN3d3BTdPFuCUM8eCgNVZ7FoObZYl7MkdAtv7uda8c=","New York, USA","Extreme communicator -professional -choose; Lifelong communicator  #  Reader  #  erywhere ,","","124","132","2014-05-09","en","en","New York Jewish Congressman Nadler to back Iran deal","2015-08-21 22:51","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","[]","[]","[]",""
"636324420722757632","qN3d3BTdPFuCUM8eCgNVZ7FoObZYl7MkdAtv7uda8c=","qN3d3BTdPFuCUM8eCgNVZ7FoObZYl7MkdAtv7uda8c=","qN3d3BTdPFuCUM8eCgNVZ7FoObZYl7MkdAtv7uda8c=","New York, USA","Extreme communicator -professional -choose; Lifelong communicator  #  Reader  #  erywhere ,","","124","132","2014-05-09","en","en","Stone Cold Steve Austin, Mick Foley and Lita weigh in on SummerSlam","2015-08-25 23:48","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","[]","[]","[]",""
"1008239146974863362","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","Earth","#Laws⚖️ #Government📖 #Wine🍾 #USMilitary🇺🇸 #USAF🏅#Politics🍿 #NOSharia☪️ #AntiIslam🤬 #NOIslam☠️ #IslamicIdeology👎🏿 #MAGA🇺🇸 #Trump2020❤️","","4960","4396","2015-08-13","en","en","The far right is organised and growing. Those Nazi salutes are serious | Claude Moraes https://t.co/fVztBFRpKG Talk about Bias Bullshit! #StopIslam #FreeTommyRobinson #FreeTommy #FreedomOfSpeech  #IslamIsTheProblem #TheQuranIsTheProblem #InbreedingAndBrainwashing #Muslims ☪️🛑","2018-06-17 06:45","Twitter for iPhone","","","","false","","","absent","absent","0","0","0","0","['StopIslam', 'FreeTommyRobinson', 'FreeTommy', 'FreedomOfSpeech', 'IslamIsTheProblem', 'TheQuranIsTheProblem', 'InbreedingAndBrainwashing', 'Muslims']","['https://www.theguardian.com/commentisfree/2018/jun/14/far-right-nazi-tommy-robinson-racist-movements-donald-trump?CMP=share_btn_tw']","[]",""
"740406706430181376","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","Earth","#Laws⚖️ #Government📖 #Wine🍾 #USMilitary🇺🇸 #USAF🏅#Politics🍿 #NOSharia☪️ #AntiIslam🤬 #NOIslam☠️ #IslamicIdeology👎🏿 #MAGA🇺🇸 #Trump2020❤️","","4960","4396","2015-08-13","en","und","#Bachelorette #BacheloretteNation #Chad ...... BYE😡😡😡😡😡😡","2016-06-08 04:54","Twitter for iPhone","","","","false","","","absent","absent","0","0","0","0","['Bachelorette', 'BacheloretteNation', 'Chad']","[]","[]",""
"996528610360967169","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","Earth","#Laws⚖️ #Government📖 #Wine🍾 #USMilitary🇺🇸 #USAF🏅#Politics🍿 #NOSharia☪️ #AntiIslam🤬 #NOIslam☠️ #IslamicIdeology👎🏿 #MAGA🇺🇸 #Trump2020❤️","","4960","4396","2015-08-13","en","en","Make Idaho Great Again..VOTE‼️ #Idaho #GreatAwakening #MAGA #VOTE #VoteMAGACandidates #KeepAmericaGreat #LetsDoThis #TheGreatAwakening #WeThePeople #WeAreAwake  #RedWaveRising2018 #America #MAGACandidates https://t.co/gUHyF7SMy3","2018-05-15 23:11","Twitter for iPhone","","","","false","","","absent","absent","0","2","9","3","['Idaho', 'GreatAwakening', 'MAGA', 'VOTE', 'VoteMAGACandidates', 'KeepAmericaGreat', 'LetsDoThis', 'TheGreatAwakening', 'WeThePeople', 'WeAreAwake', 'RedWaveRising2018', 'America', 'MAGACandidates']","[]","[]",""
"662805315952336896","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","cpGoWRKuWjs4rgU4q2SIgYVvWUMdFkglid14Dd9CQWE=","Earth","#Laws⚖️ #Government📖 #Wine🍾 #USMilitary🇺🇸 #USAF🏅#Politics🍿 #NOSharia☪️ #AntiIslam🤬 #NOIslam☠️ #IslamicIdeology👎🏿 #MAGA🇺🇸 #Trump2020❤️","","4960","4396","2015-08-13","en","en","The Secret Casualties of Iraq’s Abandoned Chemical Weapons https://t.co/P37ZN1gymd","2015-11-07 01:34","Mobile Web","","","","false","","","absent","absent","0","0","0","0","[]","['http://nyti.ms/1EVJbLb']","[]",""
"776619413663576064","ZI7ejlQrZPQR6zXqjZFU2wiGlhOwJ2rhr2VLydik3w=","ZI7ejlQrZPQR6zXqjZFU2wiGlhOwJ2rhr2VLydik3w=","ZI7ejlQrZPQR6zXqjZFU2wiGlhOwJ2rhr2VLydik3w=","","Talk shit, get bit.","","37","3","2015-10-08","en","en","This is just disgusting.

https://t.co/wWbwPFuVBq","2016-09-16 03:11","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","[]","['http://observer.com/2016/09/exclusive-hillary-clinton-campaign-systematically-overcharging-poorest-donors/']","[]",""
"478916022310035456","x0mT8QQtBYIm0qZXjcApm40xIDoJxUAuokKNqolCLMA=","x0mT8QQtBYIm0qZXjcApm40xIDoJxUAuokKNqolCLMA=","x0mT8QQtBYIm0qZXjcApm40xIDoJxUAuokKNqolCLMA=","New York, USA","love my daughters and my husband so much","","107","127","2014-05-16","en","en",". e best friends","2014-06-17 15:04","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","","","",""
"838723628694908933","4125840934","Inside Syria MC","Inside_Syria","Syria","Collecting information about the Syrian conflict from ground-level sources.  #InsideSyriaMC #Syria #SyrianArmy #سورية https://t.co/yXzvwpgd3L","https://t.co/x9PTLhaz76","19816","808","2015-11-06","en","ar","موجز الأحداث 24 فبراير -2 مارس
#سورية_النظر_من_الداخل https://t.co/mxQwrxZzkr https://t.co/br1hrrqX6e","2017-03-06 12:11","WordPress.com","","","","false","","","absent","absent","0","0","0","0","['سورية_النظر_من_الداخل']","['http://insidesyriamc.com/2017/03/06/%d9%85%d9%88%d8%ac%d8%b2-%d8%a7%d9%84%d8%a3%d8%ad%d8%af%d8%a7%d8%ab-24-%d9%81%d8%a8%d8%b1%d8%a7%d9%8a%d8%b1-2-%d9%85%d8%a7%d8%b1%d8%b3']","[]",""
"853512297544916992","4125840934","Inside Syria MC","Inside_Syria","Syria","Collecting information about the Syrian conflict from ground-level sources.  #InsideSyriaMC #Syria #SyrianArmy #سورية https://t.co/yXzvwpgd3L","https://t.co/x9PTLhaz76","19816","808","2015-11-06","en","ar","التفجير الارهابي في حيِّ الراشدين بحلب https://t.co/VF8zPuuss2 https://t.co/5gUZ5a4a0i","2017-04-16 07:36","WordPress.com","","","","false","","","absent","absent","0","0","25","73","[]","['http://insidesyriamc.com/2017/04/16/rasidin']","[]",""
"1016948731244175360","4125840934","Inside Syria MC","Inside_Syria","Syria","Collecting information about the Syrian conflict from ground-level sources.  #InsideSyriaMC #Syria #SyrianArmy #سورية https://t.co/yXzvwpgd3L","https://t.co/x9PTLhaz76","19816","808","2015-11-06","en","en","More Areas in #Daraa province surrender to #SyrianArmy https://t.co/jLWFBFugUM https://t.co/po4KRtkItt","2018-07-11 07:34","WordPress.com","","","","false","","","absent","absent","0","0","0","0","['Daraa', 'SyrianArmy']","['http://en.insidesyriamc.com/2018/07/11/more-areas-in-daraa-province-surrender-to-syrian-army/']","[]",""
"892656677186662401","4125840934","Inside Syria MC","Inside_Syria","Syria","Collecting information about the Syrian conflict from ground-level sources.  #InsideSyriaMC #Syria #SyrianArmy #سورية https://t.co/yXzvwpgd3L","https://t.co/x9PTLhaz76","19816","808","2015-11-06","en","en","#Holocaust Warriors Created Holy Warriors #InsideSyriaMC https://t.co/NiaylRXQF2 https://t.co/IEidqOBdhL","2017-08-02 08:01","WordPress.com","","","","false","","","absent","absent","0","0","0","0","['Holocaust', 'InsideSyriaMC']","['http://en.insidesyriamc.com/2017/08/02/holocaust-warriors-created-holy-warriors/']","[]",""
"807143812627890177","4125840934","Inside Syria MC","Inside_Syria","Syria","Collecting information about the Syrian conflict from ground-level sources.  #InsideSyriaMC #Syria #SyrianArmy #سورية https://t.co/yXzvwpgd3L","https://t.co/x9PTLhaz76","19816","808","2015-11-06","en","ar","محافظ #حلب: الانتصارات التي حققها #الجيش ستتبع بعمليات إعادة تأهيل سريعة
#مركز_سورية_النظر_من_الداخل
https://t.co/94IwSDTVgd https://t.co/h41RHAJEFQ","2016-12-09 08:44","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","['حلب', 'الجيش', 'مركز_سورية_النظر_من_الداخل']","['http://www.dampress.net/?page=show_det&category_id=6&id=75744&lang=ar']","[]",""
"872110210797752322","4125840934","Inside Syria MC","Inside_Syria","Syria","Collecting information about the Syrian conflict from ground-level sources.  #InsideSyriaMC #Syria #SyrianArmy #سورية https://t.co/yXzvwpgd3L","https://t.co/x9PTLhaz76","19816","808","2015-11-06","en","en","#SyrianArmy eliminated more than 50 terrorists in #DeirEzzor #InsideSyriaMC https://t.co/k1PEzDmNv5","2017-06-06 15:17","Twitter Web Client","","","","false","","","absent","absent","0","0","4","1","['SyrianArmy', 'DeirEzzor', 'InsideSyriaMC']","[]","[]",""
"879358791388733441","4125840934","Inside Syria MC","Inside_Syria","Syria","Collecting information about the Syrian conflict from ground-level sources.  #InsideSyriaMC #Syria #SyrianArmy #سورية https://t.co/yXzvwpgd3L","https://t.co/x9PTLhaz76","19816","808","2015-11-06","en","en","One civilian killed and 15 other were badly wounded in mortar attack of #terrorists in southwestern countryside of #Damascus #InsideSyriaMC https://t.co/fHl1C9mkbp","2017-06-26 15:20","Twitter Web Client","","","","false","","","absent","absent","0","0","0","1","['terrorists', 'Damascus', 'InsideSyriaMC']","[]","[]",""
"636316779002761216","TkfYbhmD9snErUetGKp63yogDKQgoxrCTedcyeEkkUk=","TkfYbhmD9snErUetGKp63yogDKQgoxrCTedcyeEkkUk=","TkfYbhmD9snErUetGKp63yogDKQgoxrCTedcyeEkkUk=","New York, USA","Incurable beer maven .Working #about Communicator # Professional bacon scholar -   ...","","110","123","2014-05-30","en","en","Josh Taekman of Real Housewives apologizes for Ashley Madison account","2015-08-25 23:18","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","[]","[]","[]",""
"605513015010705410","TkfYbhmD9snErUetGKp63yogDKQgoxrCTedcyeEkkUk=","TkfYbhmD9snErUetGKp63yogDKQgoxrCTedcyeEkkUk=","TkfYbhmD9snErUetGKp63yogDKQgoxrCTedcyeEkkUk=","New York, USA","Incurable beer maven .Working #about Communicator # Professional bacon scholar -   ...","","110","123","2014-05-30","en","und","http://t.co/RduBGNOMlK","2015-06-01 23:15","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","[]","[]","[]",""
"616879787383066624","Gx1cdZetCo8ABW+KxXTzFbkNNnzvGy6fD1aKkOVsHY=","Gx1cdZetCo8ABW+KxXTzFbkNNnzvGy6fD1aKkOVsHY=","Gx1cdZetCo8ABW+KxXTzFbkNNnzvGy6fD1aKkOVsHY=","USA","Babe","","107","92","2013-08-10","en","en","https://t.co/yzdOIc1xOZ they are both cute!","2015-07-03 08:02","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","[]","['https://vine.co/v/OTOTDdT1Khl']","[]",""
"577801768651866112","CRLdvJh+9jfGRV54mAieUn0JPPrkoAKkTmzQVxYLSo=","CRLdvJh+9jfGRV54mAieUn0JPPrkoAKkTmzQVxYLSo=","CRLdvJh+9jfGRV54mAieUn0JPPrkoAKkTmzQVxYLSo=","Newcastle","Zombie guru   Gamer .  t ;  ;  degree in. Lifelong food scholar","","102","131","2013-08-06","en","en","that's such a sexy song http://t.co/LMXYKlarFT","2015-03-17 12:00","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","[]","['http://youtu.be/g5qU7p7yOY8']","[]",""
"559732850631507968","CRLdvJh+9jfGRV54mAieUn0JPPrkoAKkTmzQVxYLSo=","CRLdvJh+9jfGRV54mAieUn0JPPrkoAKkTmzQVxYLSo=","CRLdvJh+9jfGRV54mAieUn0JPPrkoAKkTmzQVxYLSo=","Newcastle","Zombie guru   Gamer .  t ;  ;  degree in. Lifelong food scholar","","102","131","2013-08-06","en","en","He's into me for everything I'm not, according to you","2015-01-26 15:21","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","","","",""
"636339162786889728","At0BG90PUKJD5AlBx7xGauTzikw2E1t+qN9tImmL4uA=","At0BG90PUKJD5AlBx7xGauTzikw2E1t+qN9tImmL4uA=","At0BG90PUKJD5AlBx7xGauTzikw2E1t+qN9tImmL4uA=","New York, USA","","","120","194","2014-05-30","en","en","De Blasio Security Team Member Shot With BB Gun, Two In Custody","2015-08-26 00:47","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","[]","[]","[]",""
"554239330005565440","xynaWK5T61oPjZfVT4gZ6FeR50eb3tcoYud8Ti3eGQ0=","xynaWK5T61oPjZfVT4gZ6FeR50eb3tcoYud8Ti3eGQ0=","xynaWK5T61oPjZfVT4gZ6FeR50eb3tcoYud8Ti3eGQ0=","United States","I like wanging out with friends and my mom ❤","","106","120","2013-08-07","en","en","I'm your best friend. I will be with you in the best of times and the worst of times.","2015-01-11 11:32","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","","","",""
"578209327888113664","xynaWK5T61oPjZfVT4gZ6FeR50eb3tcoYud8Ti3eGQ0=","xynaWK5T61oPjZfVT4gZ6FeR50eb3tcoYud8Ti3eGQ0=","xynaWK5T61oPjZfVT4gZ6FeR50eb3tcoYud8Ti3eGQ0=","United States","I like wanging out with friends and my mom ❤","","106","120","2013-08-07","en","en","Baby I know what you're wishing for, and I'm wishing for it too. #SamHunt","2015-03-18 15:00","Twitter Web Client","","","","false","","","absent","absent","0","0","2","0","['SamHunt']","[]","[]",""
"636375352877559809","2fsD+Yby0bvxhZe2kaWmZv9Wctk+YQedzR6jgxQ6+g=","2fsD+Yby0bvxhZe2kaWmZv9Wctk+YQedzR6jgxQ6+g=","2fsD+Yby0bvxhZe2kaWmZv9Wctk+YQedzR6jgxQ6+g=","New York, USA","professional  - Certified travel guru  My story.Proud explorer # Thinker ,","","113","121","2014-05-30","en","en","WATCH: Tiger Woods skulls chip shot across green, makes triple bogey","2015-08-26 03:11","Twitter Web Client","","","","false","","","absent","absent","0","0","0","0","[]","[]","[]",""
"452439880874725376","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","Новосибирск","Добавляю взаимно для общения #followback #rufollowback","","1673","283","2012-08-03","ru","ru","Volvo планирует продавать 1 млн автомобилей ежегодно к 2020 году  #авто","2014-04-05 13:37","twitterfeed","","","","false","","","absent","absent","0","0","0","0","['авто']","","",""
"465480510710349824","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","Новосибирск","Добавляю взаимно для общения #followback #rufollowback","","1673","283","2012-08-03","ru","ru","Перелицованная версия «Ниссан Кашкай» выйдет на российский рынок  #авто","2014-05-11 13:16","twitterfeed","","","","false","","","absent","absent","0","0","0","0","['авто']","","",""
"483998925217865728","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","Новосибирск","Добавляю взаимно для общения #followback #rufollowback","","1673","283","2012-08-03","ru","ru","Путин сказал что намерен продолжать строительство Южного потока","2014-07-01 15:41","TweetDeck","","","","false","","","absent","absent","0","0","0","0","","","",""
"510248587784359936","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","Новосибирск","Добавляю взаимно для общения #followback #rufollowback","","1673","283","2012-08-03","ru","ru","Друзья, прочитайте, интересно узнать ваше мнение. Россия - великая держава.","2014-09-12 02:08","spicetwi","","","","false","","","absent","absent","0","0","0","0","","","",""
"504273148737761280","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","YonB7sDqf9+ts0T3nZcFTCwI+9xx3nCoR7APykRtAE=","Новосибирск","Добавляю взаимно для общения #followback #rufollowback","","1673","283","2012-08-03","ru","ru","Командование АТО объявило войну Украинской православной церкви http://t.co/LcegVgUkFL","2014-08-26 14:24","Ohwee Messanger","","","","false","","","absent","absent","0","0","0","0","","['http://riafan.ru/66908-komandovanie-ato-obyavilo-voynu-ukrainskoy-pravoslavnoy-tserkvi/']","",""
"854748777525071872","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","und","🚨#BuildTheWall🚨
🚨#FlipThe6th🚨
🚨#AmericaFirst🚨
🚨#MoldyLocks🚨
🚨#Moldilocks🚨
🚨#ANTIFA🚨
🚨#Fresno🚨
🚨#FireRyan🚨
🚨#WhiteGenocide🚨
🚨#TRUMP🚨
🚨#MAGA🚨 https://t.co/yhWi8ONgeX","2017-04-19 17:29","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","['BuildTheWall', 'FlipThe6th', 'AmericaFirst', 'MoldyLocks', 'Moldilocks', 'ANTIFA', 'Fresno', 'FireRyan', 'WhiteGenocide', 'TRUMP', 'MAGA']","[]","[]",""
"838227571904937984","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","#ObamaGate #ObamaWiretap IS true so
💥#ARRESTObama💥
💥#ARRESTObama💥
💥#ARRESTObama💥
💥#ARRESTObama💥
💥#ARRESTObama💥
💥#ARRESTObama💥
💥💥💥💥💥💥💥💥💥
🚂🚂🚂🚂 https://t.co/DWK0CViaI5","2017-03-05 03:20","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","['ObamaGate', 'ObamaWiretap', 'ARRESTObama', 'ARRESTObama', 'ARRESTObama', 'ARRESTObama', 'ARRESTObama', 'ARRESTObama']","[]","[]",""
"875029103455330304","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","It's definitely another liberal excuse that will still fail. I am no bot. I'm just a patriot loving USA.  @MarkDice
https://t.co/41KelbYsOw","2017-06-14 16:36","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","[]","['https://youtu.be/-BrQAQ9DMjI']","[35039490]",""
"934701401967431680","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","“Antifa is a coalition of hyperviolent activists who are far-left anarchists or communists,” said Matthew Vadum, senior vice president at the Washington-based Capital Research Center. “They could be considered domestic terrorists.” They are cop haters too. https://t.co/jQZ5BTqnvH","2017-11-26 08:32","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","[]","['http://dailysignal.com/2017/08/17/far-left-antifa-agitators-on-the-rise-in-the-age-of-trump/']","[]",""
"843006043802152960","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","en","About a month ago, I visited friends in Hawaii.  @ditzkoff's stupidity is so creative.  Not everyone is in the same time zone, IDIOT! https://t.co/2tX0mFYJvI","2017-03-18 07:47","Twitter for Android","","","830099689919782912","false","","","absent","absent","0","0","0","0","[]","['https://twitter.com/iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=/status/830099689919782912']","[81482674]",""
"849657184812015616","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","iZ328VglWrG25qPym1bifLoiwXD9v1+A3G4WU5AThso=","United States","No more #HappyHolidays shit!!!
It's #MerryChristmas!!!!!
#BuildTheWall #DrainTheSwamp #MAGA🇺🇸 @realDonaldTrump","https://t.co/XFnhCqCWBy","2718","264","2016-06-15","en","und","🚨#RedEye🚨#SusanRice🚨#DirtyRice🚨#Wiretap🚨#JailObamaSpyRing🚨#ObamaSpyRing🚨#ObamaGate🚨#ARRESTObama🚨#LeftTheFloor🚨#HoldTheFloor🚨#FireRyan🚨#MAGA🚨 https://t.co/QfkcBy7TAi","2017-04-05 16:17","Twitter for Android","","","","false","","","absent","absent","0","0","0","0","['RedEye', 'SusanRice', 'DirtyRice', 'Wiretap', 'JailObamaSpyRing', 'ObamaSpyRing', 'ObamaGate', 'ARRESTObama', 'LeftTheFloor', 'HoldTheFloor', 'FireRyan', 'MAGA']","[]","[]",""
